,0
A_0_0,-3.210622554788967e-07
A_1_0,-0.0007932486012608854
A_1_1,-1.9178092347459064e-06
B_1_1,-3.970969781506209e-06
A_2_0,-5.8438525019519184e-05
A_2_1,-1.557346645528905e-05
B_2_1,-7.964298423924304e-06
A_2_2,-3.730820734491282e-06
B_2_2,6.905853706145398e-06
A_3_0,-0.0013332594002356689
A_3_1,-7.009884134120012e-05
B_3_1,-0.0005189006085798516
A_3_2,-2.6323665810164365e-05
B_3_2,-4.030618506604222e-06
A_3_3,9.813665162399582e-06
B_3_3,8.913615624332006e-05
A_4_0,0.000902363220170094
A_4_1,-0.00021658693240496636
B_4_1,-0.0003378935358774087
A_4_2,0.0007463050802557176
B_4_2,-8.149569136284419e-05
A_4_3,0.00024350476398659766
B_4_3,-0.00019696205192050323
A_4_4,0.0002497275706055508
B_4_4,-0.0004227061031073543
A_5_0,0.021335179219376412
A_5_1,-0.0026229056235577194
B_5_1,-0.017768871088416037
A_5_2,-0.0008091988250769685
B_5_2,-0.0006271668473186543
A_5_3,-0.001022174047668798
B_5_3,-0.001373722352910229
A_5_4,-0.0004723037199778641
B_5_4,-0.00015353330245443665
A_5_5,-0.001838476886094698
B_5_5,-0.0013630286151780045
A_6_0,0.06956867920318176
A_6_1,0.0044734053139195125
B_6_1,0.0014926334501267763
A_6_2,-0.01021150834936162
B_6_2,0.015752869960587758
A_6_3,0.0005001722039527552
B_6_3,0.010297573194278039
A_6_4,-0.013756988941104002
B_6_4,0.009331453730380666
A_6_5,-0.0010398710338272014
B_6_5,-0.0055460637735644065
A_6_6,-0.003072482080658495
B_6_6,0.01135526502007435
A_7_0,-0.2539428329684343
A_7_1,0.1289571583693782
B_7_1,0.2968197270815185
A_7_2,0.07396786742516717
B_7_2,-0.015123708717043407
A_7_3,0.042502177021518185
B_7_3,0.06064157324612173
A_7_4,-0.028742942805293735
B_7_4,0.0767777144949759
A_7_5,-0.029635823895682974
B_7_5,0.014497394112353162
A_7_6,-0.002000018528878622
B_7_6,0.00031671929024864855
A_7_7,0.005577897129241147
B_7_7,-0.027568746189048754
A_8_0,-3.327259673545382
A_8_1,0.09299755539573948
B_8_1,-0.31114522190966304
A_8_2,0.4270311152581493
B_8_2,0.2545215236532495
A_8_3,-0.04420722318346423
B_8_3,-0.00366590580384085
A_8_4,0.21432895231843715
B_8_4,0.1621463940085048
A_8_5,-0.05801982709672021
B_8_5,-0.1985971530124425
A_8_6,0.1679714833033844
B_8_6,-0.13792503674568543
A_8_7,0.0360123914131597
B_8_7,-0.16771033837864452
A_8_8,-0.01917142000837188
B_8_8,-0.10113363981907117
