,0
A_0_0,-2.91653839934381e-07
A_1_0,-0.0007925981900065888
A_1_1,4.39884167651593e-06
B_1_1,1.277554964489328e-06
A_2_0,-1.1253582030878075e-05
A_2_1,-1.0491366339877135e-05
B_2_1,5.424514507415288e-06
A_2_2,2.2964224459926093e-06
B_2_2,2.7584132459773813e-07
A_3_0,-0.0014261390335959237
A_3_1,-2.382418018114988e-05
B_3_1,-0.00018999560610283487
A_3_2,-1.3136482628586233e-05
B_3_2,1.3300427747974019e-05
A_3_3,-5.2035012450953365e-06
B_3_3,2.173235625783922e-05
A_4_0,0.00045507871780936586
A_4_1,0.00023050026200050643
B_4_1,0.00010579695716220736
A_4_2,0.0002362218601341744
B_4_2,3.7779848570384836e-05
A_4_3,6.658163367379874e-05
B_4_3,-0.00011504188060561414
A_4_4,5.5971500980348104e-05
B_4_4,1.8655547555802765e-05
A_5_0,0.020078263443440995
A_5_1,-0.0011162418804144792
B_5_1,-0.005631584892977073
A_5_2,0.00031789007124273695
B_5_2,0.0006638617983332883
A_5_3,0.0008545521685070748
B_5_3,-8.347102836984863e-05
A_5_4,6.044353827351314e-05
B_5_4,-0.0004347826927200371
A_5_5,-0.000876532884790086
B_5_5,-0.0004755471408947963
A_6_0,0.030029225791061015
A_6_1,-0.0002821995418579312
B_6_1,-0.0024327485458761275
A_6_2,0.005099286027525885
B_6_2,-0.0027034086006866857
A_6_3,-0.0012762443870484434
B_6_3,-0.003652344512621134
A_6_4,0.0022433940984723706
B_6_4,0.002087438280272426
A_6_5,0.0011294115198680398
B_6_5,-0.002526265562776505
A_6_6,0.0021968439477005213
B_6_6,0.001899271627609289
A_7_0,0.025835194631139237
A_7_1,0.08029025204232584
B_7_1,0.050615049597292995
A_7_2,0.0381901773714927
B_7_2,-0.007595806588816236
A_7_3,-0.01161715040035943
B_7_3,0.004372068658093749
A_7_4,0.015303189940847013
B_7_4,-0.03072183782827619
A_7_5,-0.04704377799038441
B_7_5,0.004161607206522363
A_7_6,0.005912162029738103
B_7_6,-0.008601386674118517
A_7_7,-0.025874599216653034
B_7_7,0.01015883430547779
A_8_0,-0.48615451412924626
A_8_1,-0.04553137105934314
B_8_1,-0.042664672243531085
A_8_2,-0.05903370884255276
B_8_2,-0.010189720102188278
A_8_3,0.14716569102528262
B_8_3,-0.07956492130825751
A_8_4,-0.07334980272850243
B_8_4,-0.00153112217263342
A_8_5,0.05064892211447983
B_8_5,-0.049620329159864265
A_8_6,0.05631210953149699
B_8_6,0.23237047343097408
A_8_7,-0.06779875066720208
B_8_7,0.057311246981576254
A_8_8,0.09355442165121225
B_8_8,-0.09468916323131264
