,0
A_0_0,-5.0141180486003e-07
A_1_0,-7.218591514578235e-06
A_1_1,-2.3557125552008998e-06
B_1_1,-0.001173662288115349
A_2_0,-2.970749864049405e-05
A_2_1,-8.12738356016364e-06
B_2_1,4.499130081862527e-06
A_2_2,3.5444778666262852e-06
B_2_2,-2.2456278060265634e-06
A_3_0,-6.748269311123092e-06
A_3_1,-3.179496038527808e-05
B_3_1,-0.001410694168070957
A_3_2,5.1620092230357325e-08
B_3_2,6.152796279293241e-06
A_3_3,2.029613295176134e-05
B_3_3,0.00029409053507012774
A_4_0,-0.00013640051542888182
A_4_1,7.176436952072977e-05
B_4_1,0.00045131377163372237
A_4_2,3.8447861919374496e-05
B_4_2,0.00015077092591117683
A_4_3,2.269056492593317e-05
B_4_3,8.756858280726511e-05
A_4_4,5.7445725067988576e-05
B_4_4,-4.8243329782459775e-05
A_5_0,0.0011371953112026352
A_5_1,-0.0007450557783084258
B_5_1,0.04297248947842364
A_5_2,0.0005528620601084538
B_5_2,-0.00011397192429148545
A_5_3,-0.0006717332330828607
B_5_3,-0.003212535147957173
A_5_4,-0.00048442330061487603
B_5_4,-0.00023595639148520276
A_5_5,0.00010050571296850978
B_5_5,0.0011981668820308883
A_6_0,0.00012223130458633626
A_6_1,-0.001508478175950846
B_6_1,0.0014136287484497014
A_6_2,0.0018632370448824407
B_6_2,0.0037387366668827984
A_6_3,0.002685272145688838
B_6_3,-0.00018268399965163496
A_6_4,-0.0009591127152221006
B_6_4,0.0024136205722647902
A_6_5,0.00030830440684776215
B_6_5,0.003026027719574021
A_6_6,0.004517470836008073
B_6_6,0.0021382952838552845
A_7_0,0.06430394270694775
A_7_1,0.0016737528775142918
B_7_1,0.046029220903002155
A_7_2,-0.019070779382212483
B_7_2,0.028367038623043423
A_7_3,0.005150342948994346
B_7_3,-0.0628830434950809
A_7_4,0.01987656320700612
B_7_4,-0.037966971650296735
A_7_5,-0.008417637754361433
B_7_5,0.006500445079771661
A_7_6,-0.014862715259198349
B_7_6,0.00967571051622849
A_7_7,0.008608300086074456
B_7_7,-0.005544078573745274
A_8_0,-1.8014148984234186
A_8_1,0.44812061808464565
B_8_1,0.17477862070011865
A_8_2,-0.26614322921809835
B_8_2,0.2688592239574332
A_8_3,-0.22258699187577016
B_8_3,0.17402817559131256
A_8_4,0.33118626690003694
B_8_4,0.1206270236684155
A_8_5,0.23158389054042475
B_8_5,-0.0788651098221441
A_8_6,-0.03522076934583151
B_8_6,-0.13374642663616043
A_8_7,0.05484200043821796
B_8_7,0.004869523354387743
A_8_8,0.05493654494842717
B_8_8,0.020965276190711583
