,0
A_0_0,6.919661410444986e-05
A_1_0,-0.792893309398746
A_1_1,0.0019889203566597633
B_1_1,0.006658863266632977
A_2_0,0.06367201474888104
A_2_1,0.008912638963551545
B_2_1,-0.009089132565490638
A_2_2,-0.008392263542528733
B_2_2,-0.005306864059667277
A_3_0,-1.3539756251435333
A_3_1,0.055251827968937746
B_3_1,0.6717746190912761
A_3_2,0.055596735510063146
B_3_2,0.0009374018604532894
A_3_3,0.0164505179763508
B_3_3,-0.051114580603265625
A_4_0,-0.33368371601933644
A_4_1,0.1847278824780803
B_4_1,-0.398159550726015
A_4_2,-0.4131940731429917
B_4_2,0.028639185625906772
A_4_3,-0.02010557565877127
B_4_3,0.07985524670661316
A_4_4,-0.18313796241317412
B_4_4,0.3972150025937278
A_5_0,17.989810271513452
A_5_1,3.1008459802793524
B_5_1,15.749318886557846
A_5_2,1.3889255828437084
B_5_2,0.7547118708808507
A_5_3,0.44393422417787715
B_5_3,0.19117789640413735
A_5_4,0.3144210051519303
B_5_4,0.6744653058140918
A_5_5,0.3206482272067348
B_5_5,0.860323119321186
A_6_0,-77.02246325012139
A_6_1,-7.452111856958713
B_6_1,-2.393954509887128
A_6_2,-3.0571345824101908
B_6_2,-7.084257288785309
A_6_3,7.013318183194935
B_6_3,-7.159771420808327
A_6_4,2.0499686296360036
B_6_4,6.673031965775133
A_6_5,-0.8477955747928274
B_6_5,3.252717751847655
A_6_6,-2.1185290095598357
B_6_6,-8.794596102137199
A_7_0,-46.79499465791384
A_7_1,-29.113504640759228
B_7_1,-193.47158427266532
A_7_2,55.27921079936369
B_7_2,27.484014952353554
A_7_3,0.32790855748119674
B_7_3,-23.72969205721155
A_7_4,-4.41225456633971
B_7_4,-29.65563387389703
A_7_5,0.40355006986845104
B_7_5,-8.9166348477244
A_7_6,19.937506354448907
B_7_6,-16.080604888974907
A_7_7,-13.418274806561513
B_7_7,13.508087825625374
A_8_0,3525.184792709886
A_8_1,-141.9903077838194
B_8_1,206.0518666591957
A_8_2,397.53880634216017
B_8_2,-108.63364120082599
A_8_3,205.2983137558501
B_8_3,-436.5440726110929
A_8_4,-329.5025771968896
B_8_4,55.7109558461614
A_8_5,330.7701445859349
B_8_5,196.71563190568526
A_8_6,54.28989148079443
B_8_6,-198.61396911596276
A_8_7,-39.85672025214808
B_8_7,-163.4996351735164
A_8_8,6.912060710887541
B_8_8,-53.24160322417165
