,x,y,z,B_Gx,B_Gy,B_Gz
0,-4.059262646966386,-2.160070926690812,-1.0511352688761078,-8.9019414837636e-06,-5.015484104266808e-06,-1.8166881343580062e-06
1,16.313316712402873,-2.227858159755413,-0.8180608444848707,3.6063719035442295e-05,-4.624667161077187e-06,-1.4502972501177362e-06
2,-2.4405416809540665,17.47870404358129,-1.1377512792171025,-5.384588995057008e-06,3.810465196098809e-05,-2.5800024765252358e-06
3,-23.341648310210783,-2.207004577467406,-1.277895751174365,-5.08062026146508e-05,-4.8852117898702685e-06,-1.6487589790812158e-06
4,-4.095155383032097,-22.95538792275862,-1.324325252488942,-1.0139528470530736e-05,-5.093647492904734e-05,-1.6640252659245605e-06
5,35.97299270456828,-2.1100582976467086,-1.3785473929075645,7.911871894349894e-05,-4.190426113088719e-06,-1.8930195685747292e-06
6,-3.233436782045539,37.37557394437994,-1.131429594291388,-6.187934933835674e-06,8.155046881223436e-05,-1.4808298238044252e-06
7,-4.491140251093951,-42.48959514228192,-1.7215451460719329,-1.003096820853362e-05,-9.355723378911551e-05,-2.5952687633685803e-06
8,-43.50501364748596,-2.100823770684184,-1.5607292093604896,-9.548960645266419e-05,-5.406301047456431e-06,-2.488404755465168e-06
9,-2.773984765011884,57.54955096895374,-0.9772245416790848,-5.428013099855855e-06,0.00012579963160225927,-1.1755040869375336e-06
10,-62.91204917867023,-1.808210460942131,-1.6682250495915545,-0.00013763270015994505,-4.58124305627834e-06,-2.5494699028385467e-06
11,90.13941239607468,114.36467830300826,-0.5094283135597006,0.00018859088714139182,0.00024130775036719182,-1.908285855418074e-06
12,105.12843019435348,101.35430083656816,-0.3447954982708396,0.0002204641800637454,0.00021312550635274022,-1.8777532817313847e-06
13,128.59946818456925,67.72907514782847,-0.7147983429558131,0.00027209544066957427,0.00014177970216823488,-2.412073321248445e-06
14,118.17463962197344,84.97536151489965,-0.6407601604765589,0.0002490372410213866,0.00017977579386722586,-2.381540747561756e-06
15,136.61037481858543,49.812687808594994,-0.7672300677118535,0.0002904204128946876,0.00010526003003240471,-1.7098241264545945e-06
16,74.20412185540172,125.98237995187078,-0.4843980962187966,0.00015532802286547515,0.000267470773508497,-1.8777532817313847e-06
17,142.29882370284372,30.62403859526223,-0.598857134387349,0.00030368647691073536,6.394199431630196e-05,-1.5418949711778035e-06
18,121.57041702327896,-84.64637654220131,-1.799167814393944,0.00025678844372798077,-0.00017469517360576078,-2.3968070344051007e-06
19,131.19395583754863,-67.64974136078047,-1.3078792889294568,0.0002779359827650192,-0.0001395650728234937,-1.9235521422614184e-06
20,56.62871188155584,135.50903833197538,-0.5574164282969525,0.00011835239762925704,0.00028785839071155566,-2.183079018598276e-06
21,138.24886334960175,-48.7774066802185,-1.5717842742457977,0.0002952622005797591,-9.952804819895694e-05,-2.381540747561756e-06
22,95.04029607325585,-115.2116146172366,-1.8592763934820185,0.00019784022146354622,-0.0002408952213716028,-2.244144165971655e-06
