,0
A_0_0,4.95605040904897e-08
A_1_0,-5.0213555473118425e-06
A_1_1,-0.0011724257224774908
B_1_1,-3.557584185797372e-06
A_2_0,-1.7267016097036355e-05
A_2_1,-8.734387543215326e-06
B_2_1,-1.692084756065561e-05
A_2_2,-4.2623409201393895e-06
B_2_2,2.161041977926873e-06
A_3_0,1.2907933721500433e-05
A_3_1,-0.0012854479110044807
B_3_1,-0.00015701777314144715
A_3_2,-4.446254494086165e-05
B_3_2,8.609918596474789e-06
A_3_3,-0.0003154448832737946
B_3_3,-3.912757207306708e-06
A_4_0,0.00030382191390396094
A_4_1,-0.00046711709188180253
B_4_1,-5.9111476667338295e-05
A_4_2,0.0004055689182499091
B_4_2,-0.00011727286742931323
A_4_3,-2.6867115576640942e-05
B_4_3,-5.669671741735092e-05
A_4_4,0.00018686410836062813
B_4_4,-0.0003811207909971509
A_5_0,-6.752465180124239e-05
A_5_1,0.04942146655896252
B_5_1,-0.003669835681417982
A_5_2,0.0019957773362468704
B_5_2,-0.001714543986477694
A_5_3,0.0023799211645490984
B_5_3,8.632760206881973e-05
A_5_4,0.0003441225683130292
B_5_4,3.4337454344248314e-05
A_5_5,-0.0001825385058476921
B_5_5,-0.00036122721507757325
A_6_0,0.016239714222016293
A_6_1,-0.00036376825247285116
B_6_1,-0.0030002581887117064
A_6_2,-0.001980314493001477
B_6_2,-0.0032414527624130213
A_6_3,0.0054020716397358585
B_6_3,0.003957452017803328
A_6_4,-0.007501769261340574
B_6_4,0.0045538714403634455
A_6_5,-0.0013158703967148264
B_6_5,-4.072423075761777e-05
A_6_6,-0.0038913779391105585
B_6_6,0.00782595514696652
A_7_0,-0.14188155631725421
A_7_1,-0.0072701523732648585
B_7_1,0.08495811071827528
A_7_2,-0.018757828157731426
B_7_2,-0.022928778469494225
A_7_3,0.029872351529153622
B_7_3,0.02206414618263699
A_7_4,-0.05282223353333645
B_7_4,0.017720643733999994
A_7_5,-0.018572710393200745
B_7_5,0.001562941460357273
A_7_6,-0.009815359895008216
B_7_6,0.0058696196091036264
A_7_7,0.03666397208203069
B_7_7,-0.0005810636406678828
A_8_0,-0.8195011726857121
A_8_1,0.02362183920991073
B_8_1,0.09487570682770038
A_8_2,0.2884074769577316
B_8_2,0.001992002687096441
A_8_3,0.007013464752090963
B_8_3,0.27377848040632424
A_8_4,-0.09534268592265326
B_8_4,-0.2609400187608786
A_8_5,0.1438009197330564
B_8_5,-0.2101222795480495
A_8_6,0.06710740268943816
B_8_6,-0.2526219491145569
A_8_7,-0.18405986365777344
B_8_7,-0.04691043103804538
A_8_8,-0.1961571879954362
B_8_8,-0.177120198488188
