,x,y,z,B_Gx,B_Gy,B_Gz
0,-1.0073266714946625,-2.301864405296129,-1.1979593195429532,-1.3027231439654052e-06,-6.318207248232214e-06,-2.2899430265016886e-06
1,0.4282137739191811,17.350908159539305,-1.3283294713175904,9.553303055746304e-07,3.797437964659155e-05,-2.1372801580682426e-06
2,19.365538492591583,-2.179569196448045,-1.018188804931188,4.262075886006817e-05,-5.601709519051241e-06,-1.7250904132979386e-06
3,-20.28896436480828,-2.5287161525500435,-1.374044806042657,-4.353266506084396e-05,-5.710269781048358e-06,-2.3662744607184116e-06
4,-0.8502800104947945,-23.0971279430996,-1.4292183997228318,-2.3231896067383064e-06,-5.080620261465079e-05,-1.0228412185040877e-06
5,-0.5499104913078995,37.239508591752646,-1.3599557875742248,-1.3027231439654052e-06,8.211498217461935e-05,-2.0762150106948645e-06
6,39.02173877701497,-1.8799459751836245,-1.6304782783942675,8.582774313492078e-05,-4.342410479884683e-06,-2.976925934452195e-06
7,-40.45311239903901,-2.610773718031635,-1.604200107535497,-8.858517378964754e-05,-5.319452837858737e-06,-2.488404755465168e-06
8,-1.0653752982023046,-42.63494280188168,-1.786099214600748,-1.4981316155602159e-06,-9.336182531752068e-05,-2.8089967791754044e-06
9,-0.2779415256453081,57.41716009957997,-1.247542031171245,-9.987544103734772e-07,0.00012625558470264714,-1.526628684334459e-06
10,-59.86224545202192,-2.4990111792967995,-1.6613777246176682,-0.00013222639911248863,-5.189180523462196e-06,-2.8089967791754044e-06
11,92.10325901325466,115.09539373826604,-1.1377667043726951,0.00019334582661686555,0.00024156829499598492,-1.267101807997601e-06
12,-107.44877134836354,102.32066035194552,-1.839951350455724,-0.00022337359508526814,0.00021599149726946412,-2.7021327712719923e-06
13,107.21315943999724,102.22544266050144,-0.9862784536396902,0.00022591390521600066,0.000213472899191131,-1.8319544212013507e-06
14,-91.88853181480964,116.32390921175522,-2.333683236596133,-0.0001901541549141503,0.000245932417528269,-3.022724794982229e-06
15,76.06059282136752,126.56431154332324,-1.0943090704325993,0.00015895393561617886,0.00026718851682730455,-1.908285855418074e-06
16,-75.81677763834409,127.35391625852014,-1.8172399810719075,-0.0001563919134330469,0.00026948999438164347,-2.106747584381553e-06
17,120.41051137831091,85.96806333009108,-1.2835122621619144,0.0002553554482696188,0.00017855991893285815,-2.1983453054416206e-06
18,-120.26771278006396,87.6239340762507,-2.1085375516901648,-0.0002515775511521192,0.00018409649229471115,-2.9616596476088505e-06
19,130.99525982052265,68.81943134808718,-1.3501998014229455,0.0002776103019790278,0.0001420619588494274,-1.8319544212013507e-06
20,58.39710064474296,135.9268169738381,-1.140390592772588,0.00012156578138437174,0.0002877281183971591,-1.9235521422614184e-06
21,-131.34047702058504,70.15660827103387,-2.33972899245249,-0.0002761773065206659,0.0001475551081064815,-3.5112459739692557e-06
22,139.1724955367518,50.97830675723907,-1.3876009937940206,0.0002956747295753481,0.00010436983588402837,-2.106747584381553e-06
23,39.53602889323945,142.64495267284303,-1.1641364168672568,8.174587728382917e-05,0.0003028614189195572,-1.526628684334459e-06
24,106.7482800606016,96.4929296138209,33.88433578185224,0.00022784627787954937,0.00020630792189932126,4.469968787731296e-05
25,-57.54250145474428,136.45368480795386,-1.4691528438295678,-0.00011813527710526281,0.00029113691062386863,-2.2594104528149996e-06
26,-39.02009695984066,142.87671028193265,-1.4378859364404173,-7.981350462028049e-05,0.0003040990059063243,-1.7098241264545945e-06
27,118.74447948801271,81.40603446438456,33.82589581945376,0.0002547040866976361,0.0001729364973614075,4.489814960627644e-05
