,0
A_0_0,1.1576294695651506e-07
A_1_0,-0.0007922618396045702
A_1_1,1.5472764585834386e-06
B_1_1,4.131606732570729e-06
A_2_0,6.250006331117115e-05
A_2_1,1.2155942100742327e-06
B_2_1,-4.2798081701173936e-06
A_2_2,-5.328820757311135e-06
B_2_2,-5.7620331019754285e-06
A_3_0,-0.001338917082800082
A_3_1,7.437600909380834e-05
B_3_1,0.0005345274626492076
A_3_2,3.698417792702229e-05
B_3_2,1.1103582855445813e-05
A_3_3,2.6229842718652052e-05
B_3_3,-5.42314238171407e-05
A_4_0,-8.069308956645216e-05
A_4_1,4.168084983731016e-05
B_4_1,-0.0004128387185818995
A_4_2,-0.0002250547985782998
B_4_2,0.00021045349974578508
A_4_3,-0.00017247488833626372
B_4_3,-1.4965088624158571e-06
A_4_4,-3.8744688676269596e-05
B_4_4,0.00025166194660515594
A_5_0,0.017845679895112977
A_5_1,0.002702484606061167
B_5_1,0.013597551567705956
A_5_2,0.001071264059884732
B_5_2,0.0008141740566468092
A_5_3,0.0006711937259560595
B_5_3,0.0017756523684556355
A_5_4,0.00024367720123764005
B_5_4,-0.000745977280743664
A_5_5,0.0005644380661481693
B_5_5,0.0008059805112149778
A_6_0,-0.05731161444867846
A_6_1,-0.006148975076706201
B_6_1,0.0017606812165559698
A_6_2,0.009109788603748474
B_6_2,0.003357372150226376
A_6_3,0.005936301897032533
B_6_3,-0.0130280944849628
A_6_4,0.007083682186930211
B_6_4,-0.004923713049190521
A_6_5,0.0005342065579500535
B_6_5,0.009663083572556717
A_6_6,0.001866524871614118
B_6_6,-0.0009311241572643649
A_7_0,-0.08228569047465825
A_7_1,-0.0433566301419465
B_7_1,-0.22285204060490005
A_7_2,0.08141772323282265
B_7_2,0.045820288001108336
A_7_3,0.05631095991882232
B_7_3,-0.0032826734115616067
A_7_4,0.014789036575976192
B_7_4,-0.0028577627154505406
A_7_5,0.0052436622834867285
B_7_5,0.0014281581019045374
A_7_6,0.01903584195025441
B_7_6,-0.008377520653720457
A_7_7,0.004838095327916384
B_7_7,-0.007463529057086069
A_8_0,4.267108851964609
A_8_1,-0.12664640398351848
B_8_1,0.20036981889740418
A_8_2,0.6108079584747496
B_8_2,-0.11511864042775033
A_8_3,0.20577190270841336
B_8_3,-0.39526912115739876
A_8_4,-0.13759700657906868
B_8_4,0.09364671702117784
A_8_5,-0.03043352501988463
B_8_5,-0.24455208204414342
A_8_6,0.10388042554973247
B_8_6,-0.20209423013757064
A_8_7,-0.06815005663207821
B_8_7,0.041002976137414285
A_8_8,0.08353738575485337
B_8_8,-0.08357494120647997
