,x_gnl,y_gnl,z_gnl,r_gnl,x_gt,y_gt,z_gt,r_gt,match_distance
235,55.95,-127.41,62.12,152.38964859858427,56.074339607481114,-123.24229693699816,68.9807018994835,151.95832504758584,8.028352241457775
236,-20.32,135.74,-66.28,152.41813671607457,-19.790265441243154,131.2956051592784,-72.62781692127434,151.34394712417853,7.767112968728534
237,-138.68,8.22,62.77,152.44600257140232,-132.13841098926463,6.564266142266397,68.80151278715914,149.12175364632733,9.050579423146534
238,-0.24,137.48,-65.88,152.4499340767322,-0.5146377766932454,132.86966577505575,-72.48035368530013,151.35393818980205,8.055760444870135
239,20.19,111.93,101.52,152.4541616355552,18.071994483751038,103.6837371637711,104.72839443870222,148.4754220016737,9.098384087590855
240,-18.54,-114.88,98.56,152.4966216019227,-20.897352381252922,-108.09907935183007,104.13979370445497,151.5493547530505,9.092419527851286
241,23.33,-51.8,141.56,152.53446331894966,18.059666115240848,-53.60533550785873,139.85091884910764,150.8574261945489,5.827230382704255
242,-40.53,131.5,-65.96,152.59637118883265,-39.5390329053515,126.88369008421418,-72.58912311735436,151.43310974626326,8.138648925116543
243,6.03,51.12,-143.68,152.62227131057907,9.572866315072632,54.16639105085563,-143.5135320587119,153.69375905653226,4.675479840260924
244,56.58,-125.74,-65.63,152.70606045602773,56.93384840022807,-119.62602650660016,-72.37728392684478,150.96463340811007,9.112174326569802
245,-94.58,100.13,-66.07,152.76334049764685,-91.01644396837928,97.34333734474397,-73.14928081060927,152.02149743102493,8.401228311393501
246,24.31,44.28,-144.22,152.81067665578868,28.360349465904388,46.61530214886919,-143.88134529967334,153.88026950035675,4.687606417833985
247,-120.54,67.63,-65.4,152.90803935699392,-114.74671988169905,66.7865213658125,-72.69292416318847,151.36548610284416,9.35202082896793
248,-139.33,-11.44,62.0,152.9304498783679,-132.6542856823703,-12.695472688910435,68.53609002115951,149.85169392463757,9.426656145628058
249,114.48,9.2,101.14,153.0346692746451,105.55290671816257,8.23485206740442,104.28030147153967,148.6055523196235,9.512412855136951
250,-59.3,124.6,-66.34,153.109913460886,-57.43348735204948,120.45416692894152,-73.042875334966,152.12847674634332,8.099403624597116
251,110.53,-33.48,100.72,153.23938690819668,101.66966157037237,-32.61313794040226,104.55222342484346,149.4372921102097,9.692418856808926
252,-136.29,-32.34,62.19,153.25937426467587,-129.27921258400147,-33.13471338116875,68.6296532143305,150.07016138297084,9.552583057548839
253,-110.22,-86.58,62.11,153.30426249781837,-104.56977346347888,-85.43162408344067,68.71721490619139,151.51057897124312,8.769214102548675
254,4.25,-116.32,99.89,153.38323572020508,-0.1227328755720925,-110.48962148653706,104.04317865625302,151.76611790677774,8.38826557532097
255,-109.29,84.76,-66.35,153.39779724624472,-104.31163384522188,82.63421007897533,-73.07570786255638,151.820251318622,8.63355422823204
256,77.44,81.25,-104.61,153.43326953434837,71.9363749944218,78.46447412959832,-107.42126333926504,151.23109324863125,6.778808460149787
257,92.56,-70.87,99.77,153.44042296604894,84.57600044480263,-67.24485371873652,104.27432954530794,150.1602677309048,9.85773397443268
258,37.53,-135.24,62.24,153.53232916881058,38.34290667259523,-130.48561009526605,69.09598678140932,152.54811805897126,8.382696187471268
259,-79.44,-115.95,61.88,153.57164614602527,-75.68283953772456,-113.00545922375808,68.58811252313863,152.32352147436765,8.23318581991968
260,114.97,-12.31,101.08,153.579957676775,105.86637725753656,-12.745343358056104,104.47589127671469,149.28277016793902,9.726127103825455
261,-95.48,-102.84,62.59,153.6554720795846,-91.12326606991928,-100.5236676045231,69.0865433246177,152.2544181180245,8.15791649089932
262,-62.24,-124.63,-64.99,153.7210284899239,-58.12664126055973,-119.63832386633803,-72.74994190550507,151.6066918346118,10.102140818634131
263,-131.15,-51.33,61.73,153.77153280110073,-124.40255977909048,-51.79665833921258,68.42020704549981,151.1297966214749,9.513390029424817
264,-3.0,-140.52,62.41,153.7851699612157,-1.659365614357244,-136.19187723464913,68.77885409208959,152.58280273071668,7.816153125050881
265,91.61,64.51,-105.34,153.787020908788,85.35210939309034,63.221396210298565,-107.60471386982017,151.1975593838587,6.77868892095196
266,24.28,-114.7,99.54,153.7979843821108,18.766003557331285,-108.50863993620634,104.6199618014966,151.89346344614586,9.723328036941204
267,-75.82,83.02,-104.95,153.8034307159629,-71.75397812409174,79.55565676259349,-107.91807385094279,152.06592834444461,6.110946763520281
268,21.1,110.34,-105.13,153.85851455151905,19.351655061127474,105.6866493186568,-107.7072205903842,152.13480786826952,5.5993257237223375
269,62.36,-99.81,99.16,153.89448105763896,55.53897987916208,-94.77487577598467,104.42994658505093,151.56671504036726,9.982541181955213
270,-122.45,-69.58,62.19,153.95770523101467,-115.87076295621398,-69.12820028283096,68.76915590973883,151.43955423513464,9.31535160621496
271,-120.99,-69.45,-65.13,153.96038289118405,-114.1558076033026,-67.1391307108182,-72.98621432728102,151.21573583458294,10.666133607963838
272,16.95,-139.75,62.45,154.00443987106345,18.19355098149639,-134.6384238287591,68.79732411813508,152.2878270717151,8.243976798768761
273,-22.7,-139.12,62.18,154.06497590302607,-20.96141260845572,-134.6314564015233,68.94055104246787,152.70170087257154,8.299081886044764
274,17.56,-138.23,-65.74,154.07022457308224,19.055209410827132,-131.33542204043096,-72.82215061561439,151.3775403040749,9.996385034853773
275,60.62,94.42,-105.59,154.07520533817245,56.245002257338456,90.49251046031833,-107.72609933312903,151.5166895291407,6.255293733598512
276,36.67,-134.51,-65.7,154.12371329552113,38.13173548342547,-127.69540111769079,-72.32654541106531,151.62873701473862,9.616991870391987
277,-109.69,-85.91,-66.04,154.1872426629389,-103.62767335268077,-82.8072919567173,-72.7017649388767,151.26562369197637,9.526684296306602
278,79.32,-86.93,99.68,154.22253304883824,71.53225429488576,-82.4953655417556,104.4604174490991,151.11031584248684,10.157133302926809
279,-53.3,13.93,-144.1,154.27165941935024,-52.1563566835313,16.065985309480308,-143.48218041630273,153.51070817203802,2.500410829367661
280,1.06,112.64,-105.42,154.27984184591324,0.6273702528808138,107.6536890306404,-108.04218619166103,152.52155373065662,5.650338574367569
281,-20.59,110.46,-105.8,154.33405230214103,-19.414179623387255,105.47263266340518,-108.59381951634774,152.62373422422823,5.836249994484138
282,-61.56,-126.94,62.6,154.34428139714151,-58.44583673049541,-123.41421104939974,68.71378277286912,152.86780976723173,7.714113065488324
