,0
A_0_0,-0.00015334551873944134
A_1_0,-0.7933159225724297
A_1_1,-3.255889050279855e-05
B_1_1,-0.0007489258249471002
A_2_0,-0.01563441147517777
A_2_1,0.006909896111228698
B_2_1,0.0033981869972619337
A_2_2,0.0034690127583414574
B_2_2,-0.0017912002475958862
A_3_0,-1.4185240947110225
A_3_1,0.01143561534429055
B_3_1,-0.13527973774707705
A_3_2,0.006833912742450671
B_3_2,0.014855009852895862
A_3_3,-0.020075236321313306
B_3_3,0.012179793484343374
A_4_0,0.12866599630555484
A_4_1,0.1042564052738393
B_4_1,0.038735577293155604
A_4_2,0.30768507984033977
B_4_2,0.008017154884452484
A_4_3,0.09421535118543163
B_4_3,0.008372971698930757
A_4_4,-0.017753800709013355
B_4_4,-0.11793891598156434
A_5_0,20.711795212557835
A_5_1,-1.7796725778998568
B_5_1,-4.368845593759683
A_5_2,0.4013378055375307
B_5_2,0.6659415702428958
A_5_3,-0.4336409885888814
B_5_3,0.28943681593717846
A_5_4,-0.9086361529716972
B_5_4,-0.6509217759642766
A_5_5,0.030805878900648856
B_5_5,-0.15900682277364134
A_6_0,4.382083929806947
A_6_1,6.075235757138159
B_6_1,-6.659765844916355
A_6_2,4.147455006904175
B_6_2,4.670913505857633
A_6_3,-1.021375801730474
B_6_3,-1.8222199264047374
A_6_4,1.5165652926887572
B_6_4,-2.883042407909476
A_6_5,-1.4552241682087408
B_6_5,-5.50202698259243
A_6_6,1.6763510846655147
B_6_6,0.9704067197859803
A_7_0,38.47224935327811
A_7_1,-11.145473296961669
B_7_1,13.35290415789123
A_7_2,58.85448491410431
B_7_2,44.58621120510935
A_7_3,10.491128076974196
B_7_3,12.918307905046754
A_7_4,-25.985472503848193
B_7_4,-40.00990365376931
A_7_5,5.062641950295311
B_7_5,7.966364087433303
A_7_6,-7.862457315051001
B_7_6,3.1746289059927357
A_7_7,19.42826826949334
B_7_7,-19.0640559042595
A_8_0,-1553.6428593237697
A_8_1,-83.00867889184615
B_8_1,-31.63707993871525
A_8_2,41.89116867005329
B_8_2,186.18076888929147
A_8_3,-11.014316900833082
B_8_3,-203.3829230197025
A_8_4,267.555699827983
B_8_4,123.36371056793033
A_8_5,63.62897234133344
B_8_5,-131.486839562252
A_8_6,23.19550620799237
B_8_6,-56.213980658113066
A_8_7,-35.95433338165921
B_8_7,-100.00504186838829
A_8_8,160.5595940666761
B_8_8,28.823808030965065
