,0
A_0_0,3.235559739876777e-07
A_1_0,-5.409937559490179e-06
A_1_1,-0.0011729194524369001
B_1_1,5.4793803165376355e-08
A_2_0,-1.3433481073750653e-05
A_2_1,-2.0014756621180146e-05
B_2_1,-1.5024870587271092e-05
A_2_2,8.700513506329414e-07
B_2_2,-1.412143094587751e-06
A_3_0,-1.912100715688126e-05
A_3_1,-0.0012929725586112455
B_3_1,-0.00015498588113159746
A_3_2,-2.8979014530034533e-05
B_3_2,-9.699009787253246e-06
A_3_3,-0.00032197291421180556
B_3_3,1.2962345662728279e-05
A_4_0,2.8617388415032746e-05
A_4_1,0.000225107480682086
B_4_1,-4.987976146799353e-06
A_4_2,0.0001946767731999993
B_4_2,3.9699417709460046e-05
A_4_3,9.11715599056262e-05
B_4_3,-1.7262359013877673e-05
A_4_4,-6.240960607673039e-05
B_4_4,-3.850393955041713e-05
A_5_0,0.0007696496251282705
A_5_1,0.04883319989816178
B_5_1,-0.003566289488190289
A_5_2,-0.0009453322136047915
B_5_2,-0.0004555090707465051
A_5_3,0.002335299507692228
B_5_3,-0.0006904428390748076
A_5_4,-0.0003084210916753012
B_5_4,0.00037062118192383815
A_5_5,0.0005165228145663358
B_5_5,-2.1945749066942843e-05
A_6_0,0.012057351658505603
A_6_1,-0.00015426178515686955
B_6_1,-0.0008313656796082563
A_6_2,-0.0015085776622446952
B_6_2,-0.0007827222188770696
A_6_3,0.00462462463286818
B_6_3,0.006163846741842346
A_6_4,-0.0026030417771164835
B_6_4,-0.0004896968360572871
A_6_5,0.0007667531200222828
B_6_5,0.00024086104420546246
A_6_6,-0.0010275659764927764
B_6_6,0.0009887062091986228
A_7_0,0.0195307502383704
A_7_1,0.006481584666957944
B_7_1,0.029901458082102764
A_7_2,-0.011929077799376594
B_7_2,-0.06396931190198439
A_7_3,-0.001465458984254137
B_7_3,-0.00646026966994947
A_7_4,-0.03874033213649675
B_7_4,0.007897435351413674
A_7_5,-0.023258568175416747
B_7_5,0.02773796514901959
A_7_6,-0.024709070208847238
B_7_6,0.0041597138981624366
A_7_7,0.007058821250074185
B_7_7,0.00231225104049956
A_8_0,-1.1945451161265837
A_8_1,0.09280128360324413
B_8_1,0.29667608918673133
A_8_2,-0.024454178964823034
B_8_2,0.05335916491289622
A_8_3,-0.07691559080536677
B_8_3,0.19922816446552902
A_8_4,0.22405045491080453
B_8_4,0.1681060272792964
A_8_5,0.2306662055412218
B_8_5,0.11691710036685923
A_8_6,-0.1187922944192346
B_8_6,0.08261976509068261
A_8_7,-0.0012223219765028729
B_8_7,0.0037234239663057555
A_8_8,0.059505595488213055
B_8_8,0.09677112563719832
