,x_gnl,y_gnl,z_gnl,r_gnl,x_gt,y_gt,z_gt,r_gt,match_distance
0,-3.15,-2.37,1.17,4.111970330632262,-3.2280189499500263,-2.3161190200674198,0.8014686137579996,4.0530069818831675,0.380533177522342
1,-1.94,17.41,0.37,17.521660880179137,-1.6303924539216132,17.323292548582266,0.5770915908295586,17.409413516307104,0.3824420762839209
2,17.4,-2.53,0.89,17.605482100754866,17.145307609286082,-2.3612532197806346,0.9640612483109036,17.33396965139441,0.31437041562994195
3,-22.72,-2.29,0.84,22.850560168188437,-22.511015661903595,-2.384532356798432,0.6421658449628278,22.646063624028006,0.30290125940763224
4,-3.84,-23.93,0.5,24.241297407523383,-3.2428539425858594,-23.11282985199338,0.66832012956688,23.34878277888861,1.0260029876641814
5,37.43,-2.18,0.4,37.495563737594345,36.80278175510953,-2.226884257765517,0.33434918416536336,36.871608966637986,0.6323850804450247
6,-2.22,37.7,0.38,37.767218589671124,-2.4443163203931886,37.21892302033631,0.4523096797105021,37.30184307932009,0.5357066004231363
7,-43.13,-2.54,0.49,43.20750629230991,-42.67534310480166,-2.3011239238486425,0.4288288764608216,42.739489639333996,0.5172200483971103
8,-3.25,-43.12,0.29,43.24327693410849,-3.619544228653766,-42.64966770770534,0.4039144131568948,42.804887604735285,0.6088939937553443
9,-1.55,58.15,0.44,58.17231815906944,-2.0056807362881113,57.39394565930572,0.46918225115865564,57.43089661100598,0.8832410221957651
10,-62.74,-2.34,0.3,62.784338811522105,-62.082933786224544,-2.029324334572066,0.3869368847328738,62.11729666455547,0.7319927597328832
11,87.68,111.18,0.16,141.59378658684145,90.84860405309159,114.30705549107309,0.2312225074177523,146.01241473683876,4.452370192951344
12,115.42,82.48,0.9,141.86450154989444,118.91429139989506,84.94654843452815,0.20001245069135232,146.1388545016664,4.3340415476136105
13,102.22,98.6,0.18,142.0243669234262,105.85186331383512,101.31359934678702,0.4311958098065811,146.52388306838756,4.540611399374405
14,126.18,65.47,0.37,142.1543182601218,129.35704490533425,67.71095176911737,0.20571147888738228,146.00705590255885,3.891332661208743
15,134.67,48.38,0.42,143.09720367638215,137.38667661850582,49.802917076415305,0.24592926027006656,146.1351769520236,3.0716974913426394
16,136.26,-45.92,-0.41,143.79013213708373,139.1266922503842,-48.78861116006456,0.09899714360444856,147.43328957835655,4.087289142972061
17,104.17,94.88,29.73,144.00512560322287,105.36944315544953,95.74967233751644,35.32886826592512,146.69304085941624,5.79157316426024
18,140.94,29.66,0.33,144.02745606307153,143.0959794996374,30.621732981108096,0.5235911036490057,146.33668038933624,2.3686822170185313
19,129.01,-64.28,0.11,144.13712429488803,132.09271999733932,-67.6660324118703,0.5144286846662012,148.41645210532212,4.596949057495942
20,141.58,-27.14,0.35,144.15824117961486,144.21691468483513,-29.25533166899989,0.8077010460428008,147.15653330129786,3.4113688414654946
