,0
A_0_0,2.455644247822686e-05
A_1_0,-0.007214465727251032
A_1_1,-1.1716825566907678
B_1_1,0.0010006740524261585
A_2_0,-0.0030589200499641957
A_2_1,-0.022543335563212565
B_2_1,-0.015093146438816965
A_2_2,0.0014521225248247062
B_2_2,-0.003672264132507659
A_3_0,-0.0034656988888138967
A_3_1,-1.2851154188913791
B_3_1,0.007836117866184088
A_3_2,-0.015278809800067471
B_3_2,-0.008084216678263059
A_3_3,-0.2949917902689377
B_3_3,-0.014534731435929099
A_4_0,-0.010697450290920743
A_4_1,0.5438898217706162
B_4_1,0.0732695766199931
A_4_2,-0.13142155200746328
B_4_2,0.11478670202027919
A_4_3,-0.03398567206151308
B_4_3,-0.052707574549245684
A_4_4,0.09289042629042397
B_4_4,-0.048037661181820054
A_5_0,0.55446231360099
A_5_1,50.128988528966424
B_5_1,0.22426515101894473
A_5_2,-0.40743093796905877
B_5_2,-0.08109047345047835
A_5_3,1.7189165789967753
B_5_3,-0.10119620110480806
A_5_4,-0.1760025023124208
B_5_4,0.3974392952303696
A_5_5,1.222099506728033
B_5_5,0.04818142188726179
A_6_0,-9.39626038683649
A_6_1,0.14057087976114244
B_6_1,-1.2685330967310422
A_6_2,1.2642421460546913
B_6_2,-3.617865518982139
A_6_3,5.235767637574825
B_6_3,-2.970600984272451
A_6_4,-3.8369694819787092
B_6_4,2.52576212884373
A_6_5,-3.584185449084227
B_6_5,-0.062064434986725564
A_6_6,3.6433538729963635
B_6_6,-3.24510022824007
A_7_0,7.113654419455525
A_7_1,-40.18156827699874
B_7_1,11.472732593320496
A_7_2,1.6240164943152644
B_7_2,45.59914666245517
A_7_3,19.58348207324848
B_7_3,-20.361432097812663
A_7_4,12.881581415628299
B_7_4,11.731137975648913
A_7_5,15.234956503082048
B_7_5,-4.346564001565802
A_7_6,-6.589462863758256
B_7_6,8.74431405950907
A_7_7,3.3036902771411865
B_7_7,-0.3424842327879254
A_8_0,-345.4585814775781
A_8_1,330.4949755823315
B_8_1,-20.232629089313498
A_8_2,-44.90430658148408
B_8_2,-213.69088793910353
A_8_3,-295.81992460218754
B_8_3,-258.66217792195465
A_8_4,-112.28712689274494
B_8_4,-32.568569640593296
A_8_5,293.9775834593531
B_8_5,-92.92005133429873
A_8_6,-263.24545677783703
B_8_6,-42.688699076693595
A_8_7,-84.91532805641496
B_8_7,108.44172504300103
A_8_8,83.92373857353212
B_8_8,104.66507420128012
